UserId:ItemId,Prediction
u0022569:i0119668,6.55
u0015053:i2908446,6.55
u0015053:i1823672,7.05
u0015053:i3235888,6.55
u0015053:i2172584,6.07313
u0037606:i2366608,8.6
u0037606:i1942971,8.9
u0037606:i0903624,6.38297
u0037606:i3813310,8.9
u0037606:i1674771,9.4
u0037606:i1126590,5.12638
u0037606:i0061578,9.4
u0037606:i1980929,5.49659
u0037606:i1853739,4.86159
u0037606:i0017925,5.86738
u0037606:i1809398,5.46055
u0037606:i0470752,9.4
u0037606:i1791528,5.49924
u0037606:i2294493,8.9
u0037606:i2265398,3.80616
u0037606:i2937898,9.4
u0037606:i2322441,8.3
u0037606:i2582802,5.59401
u0037606:i2872718,5.10698
u0037606:i0057565,10
u0030089:i1649419,8.75511
u0030089:i1392190,8.37599
u0030089:i1212450,8.10418
u0030091:i1024648,5.36857
u0030091:i1935179,4.82176
u0030091:i1065073,5.08065
u0030091:i1637725,4.61039
u0030091:i0454876,7.58772
u0030091:i2980516,6.48733
u0030091:i1119646,5.11232
u0030091:i2267998,6.28155
u0030091:i0114694,4.80516
u0030091:i2883512,5.25751
u0030091:i2911666,6.70324
u0030091:i2397535,7.11837
u0030091:i2024544,6.02439
u0030091:i1524137,4.5399
u0030091:i0482571,6.19761
u0030091:i1631867,5.85357
u0030091:i2562232,5.05015
u0030091:i1085492,5.37037
u0030091:i1972571,5.47401
u0030091:i1654523,6.27456
u0030091:i0432289,7.24595
u0030091:i2872718,5.07078
u0030091:i2357129,4.31445
u0030091:i1235522,5.4817
u0030091:i2381335,5.32638
u0030091:i0325980,5.86246
u0030091:i1571249,4.66198
u0007540:i2980516,8.91491
u0007540:i1392190,8.58333
u0007540:i3472226,8.58333
u0030092:i1772288,7.67599
u0030092:i0155711,7.07778
u0030092:i2717822,5
u0030092:i3450650,6.57599
u0030092:i2245084,8.94932
u0030092:i2493486,7.17599
u0030092:i0102915,7.17599
u0030092:i1131729,8.85263
u0030092:i2273657,7.17599
u0030092:i0261392,7.3
u0030092:i1196204,7.57273
u0030092:i2084970,9.94318
u0030092:i0108052,10
u0030092:i3480796,6.57599
u0030092:i2358925,6.87599
u0030092:i1100089,7.88721
u0007545:i1675434,10
u0007545:i3713166,6.87599
u0007545:i2402101,7.17599
u0037614:i0470752,8.17037
u0037614:i0369610,8.17037
u0037614:i2096673,8.87037
u0037614:i2802144,8.17037
u0037614:i0884732,7.67037
u0037614:i1964418,7.67037
u0037614:i2637276,7.67037
u0037614:i0093072,5.87037
u0037614:i1853739,6.49221
u0037614:i2199571,7.67037
u0037614:i1674771,8.17037
u0037614:i2387433,5.91361
u0037614:i0117571,6.06632
u0037614:i2561572,7.67037
u0037614:i1823672,8.17037
u0037614:i0106246,6.61574
u0037614:i1340138,7.67037
u0037614:i1502712,7.07037
u0037614:i2305051,8.21405
u0037614:i1020072,7.06684
u0037614:i2268016,7.67037
u0037614:i1661199,8.17037
u0037614:i3235888,7.67037
u0037614:i3079380,8.17037
u0037614:i2245084,7.94846
u0037614:i0107290,8.36625
u0037614:i4660980,7.67037
u0037614:i3149038,8.17037
u0037614:i0478970,8.17037
u0037614:i2293640,7.67037
u0037614:i2381249,8.87037
u0037614:i1798684,8.87037
u0037614:i2358925,7.37037
u0037614:i3321300,7.67037
u0037614:i2848292,7.67037
u0037614:i1362058,6.51217
u0007546:i2395427,7.67599
u0007546:i2679042,7.17599
u0007546:i1340138,7.17599
u0007546:i0478970,7.67599
u0000032:i3331846,8.3
u0000032:i0079522,6.4711
u0000032:i0113799,8.3
u0000032:i2279373,7.8
u0000032:i3853452,8.3
u0022584:i2582802,10
u0022584:i2562232,9.24444
u0022584:i2179136,8.51329
u0022584:i1392190,8.37599
u0022584:i3316960,8.60952
u0000035:i2004420,4.6692
u0000035:i1661199,7.88108
u0000035:i1126590,6.16543
u0000035:i1232829,6.11083
u0000035:i1980929,5.29608
u0030106:i1922777,7.87993
u0030106:i2911666,8.32324
u0030106:i2557490,6.65627
u0030106:i2802144,7.16364
u0030106:i0936501,8.18122
u0030106:i2293640,6.66364
u0030106:i0114369,7.45727
u0030106:i0084516,8.10181
u0030106:i0387564,7.83455
u0030106:i3322940,7.91797
u0030106:i0112281,7.56992
u0030106:i1029360,6.36364
u0030106:i2224026,6.66364
u0030106:i1945084,6.36364
u0000038:i0137523,5.7582
u0000038:i0790636,7.1345
u0000038:i2084970,7.38565
u0000038:i1306980,8.12255
u0000038:i0086250,6.19428
u0000038:i0076759,7.51181
u0000038:i2980516,7.67521
u0000038:i2582802,6.1586
u0000038:i2713180,6.8031
u0000038:i2788710,7.27362
u0000038:i1951265,6.01932
u0000038:i2267998,6.36493
u0000038:i1981677,7.45132
u0000038:i0816692,7.3382
u0000038:i0482571,6.46108
u0000038:i0385002,6.74816
u0000038:i2562232,6.24789
u0000038:i2872718,6.88653
u0000038:i0094737,6.91413
u0000038:i0080684,7.2918
u0000038:i0298203,5.50408
u0000038:i0109830,6.80414
u0000038:i0264464,7.17227
u0000038:i0362227,5.77842
u0030107:i3169706,9.28315
u0030107:i2395427,7.67599
u0030107:i1340138,7.17599
u0030107:i0369610,7.67599
u0022590:i2273657,7.65417
u0022590:i2562232,5.75892
u0022590:i2180411,4.874
u0022590:i1609479,5.31013
u0022590:i3715320,8.15417
u0022590:i1638355,8.15417
u0022590:i0236493,4.95589
u0022590:i0078788,5.76556
u0022590:i2084970,7.31286
u0022590:i0274558,6.0575
u0007556:i1502712,6.57599
u0007556:i2179136,8.51329
u0007556:i2802144,7.67599
u0007556:i2436386,7.17599
u0007556:i1398426,7.17599
u0007556:i0816692,10
u0000039:i0473360,6.77778
u0000039:i1306980,6.21868
u0000039:i1403981,5.45927
u0000039:i0116695,6.51046
u0000039:i0119217,5.93473
u0000039:i1595656,5.72655
u0000039:i0102926,7.54401
u0000039:i1375666,7.88906
u0000039:i1951265,5.82658
u0000039:i1498569,5.59353
u0000039:i1850397,7.07778
u0000039:i0109830,7.90463
u0000039:i0907657,5.91563
u0000039:i0146984,5.40734
u0000039:i0484740,7.07778
u0000039:i1126590,6.52667
u0000039:i2034031,6.74176
u0000039:i0240890,5.91486
u0000039:i1655441,7.57778
u0000039:i0099077,6.93678
u0000039:i1392190,8.27778
u0000039:i1294226,5.59718
u0000039:i1714915,6.71305
u0000039:i0380389,6.32913
u0000039:i1023111,4.73707
u0000039:i2084970,8.15812
u0000039:i1659337,6.61459
u0000039:i0060196,8.14956
u0000039:i1809398,8.88965
u0000039:i0281358,7.19726
u0000039:i1613750,7.02978
u0000039:i1638002,6.45943
u0000039:i2872718,6.24553
u0000039:i3235888,7.07778
u0000039:i1606389,6.66916
u0000039:i0139462,7.07778
u0000039:i2562232,5.97695
u0000039:i0780536,7.17955
u0000039:i0230838,6.21903
u0000039:i3729920,6.27592
u0000039:i0114924,6.06704
u0000039:i2309260,6.47778
u0000039:i0113277,7.19201
u0000039:i2582802,6.77232
u0000039:i0376541,5.88409
u0000039:i0405159,6.23586
u0000039:i1702439,7.59716
u0000039:i2713180,7.18988
u0000039:i1972779,6.33991
u0000039:i2082197,8.96682
u0000039:i2199571,7.07778
u0022596:i1029360,6.87599
u0022596:i1430612,6
u0022596:i2309260,6.57599
u0000046:i4408178,7.51818
u0000046:i0033467,6.26396
u0000046:i1392190,8.71818
u0000046:i1100089,4.337
u0000046:i2326554,8.01818
u0000046:i0499335,7.51818
u0000046:i3612616,5.67531
u0000046:i0361862,5.61694
u0000046:i2141941,7.21818
u0000046:i2582802,5.63854
u0000046:i2788710,4.93916
u0000046:i2802154,4.46854
u0000046:i0233841,8.01818
u0000046:i3715320,8.01818
u0000046:i0166924,5.62166
u0000046:i0056663,5.04984
u0000046:i3263614,7.51818
u0000046:i1791528,5.37072
u0000046:i0100234,8.71818
u0000046:i1020072,4.74511
u0000046:i3235888,7.51818
u0000046:i3416744,8.01818
u0000046:i0041959,7.24972
u0000046:i3374966,5.95862
u0000046:i3630276,4.79702
u0030117:i1841642,6.87027
u0030117:i0120863,4.0809
u0030117:i2124787,6.57027
u0030117:i0275773,7.17027
u0030117:i4086032,7.17027
u0030117:i1053424,4.18991
u0030117:i1825157,4.57508
u0030117:i3713166,6.87027
u0030117:i0118929,5.41341
u0030117:i2802144,7.67027
u0030117:i0060827,4.14431
u0030117:i2752772,6.57027
u0030117:i2381941,7.17027
u0030117:i0077416,5.81579
u0030117:i4178092,7.67027
u0030117:i3705412,7.17027
u0030117:i2395427,7.67027
u0030117:i1798684,8.37027
u0030117:i1615065,3.76514
u0030117:i1663662,4.21869
u0030117:i0014664,6.87027
u0030117:i2126355,7.17027
u0030117:i0395584,4.32759
u0030117:i0427309,4.08356
u0030117:i1840309,5.36787
u0030117:i1937118,4.97484
u0030117:i0066473,7.67027
u0030117:i3672742,7.67027
u0030117:i0900387,7.17027
u0030117:i1891923,7.17027
u0030117:i3089778,7.67027
u0030117:i1655441,7.67027
u0030117:i3465074,6.87027
u0030117:i2637276,7.17027
u0030117:i2305051,4.31721
u0030117:i0369610,7.67027
u0030117:i0364569,5.57311
u0030117:i1922777,4.58397
u0030117:i3700594,6.87027
u0030117:i3698558,7.17027
u0030117:i0047478,6.37833
u0030117:i1392190,8.37027
u0030117:i3951730,7.17027
u0030117:i3889166,7.67027
u0030117:i0113247,5.62593
u0030117:i1321870,4.85711
u0030117:i2084970,5.60788
u0030117:i1120985,3.81022
u0030117:i1649443,6.48276
u0030117:i0092593,5.97563
u0030117:i2937898,7.67027
u0030117:i2268016,7.17027
u0030117:i0068833,7.17027
u0030117:i0412019,3.98363
u0030117:i0896534,6.87027
u0030117:i2103217,4.39216
u0030117:i0780622,4.27266
u0030117:i3603808,6.87027
u0030117:i3235888,7.17027
u0030117:i0770828,5.12834
u0030117:i1866249,5.51513
u0030117:i3212904,7.67027
u0030117:i4163020,8.37027
u0030117:i2885628,7.17027
u0030117:i1790886,4.13407
u0030117:i1780798,6.87027
u0030117:i4009278,8.37027
u0030117:i2562232,4.26066
u0030117:i1661199,7.67027
u0030117:i0100469,7.67027
u0030117:i0058567,7.67027
u0030117:i1155056,4.77638
u0030117:i0790628,3.81543
u0030117:i0046250,5.12138
u0030117:i2186848,7.67027
u0030117:i2848292,7.17027
u0030117:i0478970,7.67027
u0030117:i3305844,6.87027
u0030117:i2535470,7.17027
u0030117:i3280916,6.87027
u0030117:i1502712,6.57027
u0030117:i3636326,7.17027
u0030117:i1617661,6.87027
u0030117:i1726592,4.2278
u0030117:i2713180,4.55902
u0030117:i2908446,7.17027
u0022600:i2820852,7.44481
u0022600:i2395427,7.44481
u0022600:i2908446,6.94481
u0022600:i2381249,8.14481
u0022600:i1502712,6.34481
u0022600:i1823672,7.44481
u0022600:i1638355,7.44481
u0022600:i2293640,6.94481
u0022600:i1392190,8.14481
u0022600:i0478970,7.44481
u0022600:i0369610,7.44481
u0015083:i1666801,7.17599
u0015083:i2614684,8.475
u0015083:i2937898,7.67599
u0022603:i3195644,10
u0022603:i2820852,10
u0022603:i2395427,10
u0022603:i2381941,10
u0022603:i2562232,6.8761
u0022603:i2381249,10
u0022603:i2180411,6.50978
u0022603:i2179136,6.3078
u0022603:i2911666,8.73517
u0022603:i0369610,10
u0022604:i1392190,9.40909
u0022604:i1126590,7.68463
u0022604:i2991224,6.96277
u0022604:i2884206,8.19362
u0022604:i1524930,8.20909
u0022604:i2802144,8.70909
u0022604:i2562232,8.11924
u0022604:i0315733,7.44283
u0022604:i0166924,9.11781
u0022604:i2582802,8.80809
u0022604:i1638355,8.70909
u0022604:i1937149,9.05572
u0037638:i0102926,10
u0037638:i1850397,7.17599
u0037638:i3179568,6.76875
u0037638:i0230600,9.0807
u0037638:i1126590,8.27619
u0037638:i0407887,10
u0037638:i2562232,9.24444
u0037638:i1924396,8.83125
u0037638:i0071562,10
u0037638:i0105236,9.89896
u0037638:i0816442,8.59095
u0037638:i0068646,10
u0037638:i0099674,8.65897
u0037638:i2582802,10
u0037638:i2106476,9.74939
u0037638:i0088847,8.95267
u0030122:i2582802,10
u0030122:i2310332,8.45399
u0030122:i2370140,7.67599
u0030122:i2752688,7.17599
u0030122:i1065073,9.91639
u0030122:i0093058,9.88542
u0000054:i2395427,7.67599
u0000054:i1823672,7.67599
u0000054:i1617661,6.87599
u0000054:i4178092,7.67599
u0000054:i2310792,7.17599
u0000054:i0756683,9.37234
u0000054:i2781030,8.37599
u0000054:i1964418,7.17599
u0000054:i2180411,6.83285
u0000054:i1109624,8.37447
u0000054:i1798684,8.37599
u0000054:i3149038,7.67599
u0000054:i0478970,7.67599
u0000054:i2224026,7.17599
u0000054:i3787590,7.17599
u0000054:i3680410,7.67599
u0000054:i1212419,6.74444
u0000054:i1340138,7.17599
u0000054:i3302706,7.17599
u0022606:i2290709,6.57599
u0022606:i2788710,7.0621
u0022606:i2802144,7.67599
u0022606:i0816692,10
u0022606:i2278388,9.72813
u0022606:i2562232,9.24444
u0022606:i1837709,6.425
u0022606:i3442006,6.96667
u0022606:i1840309,7.56071
u0022606:i2294629,8.764
u0022606:i2180411,6.83285
u0022606:i1065073,9.91639
u0022606:i2170593,8.5875
u0022606:i2980516,9.0451
u0022606:i2582846,9.05791
u0022606:i2381941,7.17599
u0022606:i1790864,7.53627
u0022606:i2582802,10
u0022606:i1637688,7.39655
u0037641:i2343793,6.79091
u0037641:i1535109,9.11105
u0037641:i2883512,8.39895
u0037641:i1872194,8.77337
u0037641:i1855199,8.60267
u0015090:i1976000,5.7036
u0015090:i2179136,4.82908
u0015090:i2016940,3.96293
u0015090:i1598778,4.09912
u0015090:i2076856,7.35
u0015090:i2732932,7.85
u0015090:i3013258,7.85
u0015090:i4257858,8.55
u0015090:i3521744,7.85
u0015090:i2562232,4.81042
u0015090:i2334649,5.03531
u0015090:i0470752,7.85
u0015090:i3089788,7.85
u0015090:i2674040,7.85
u0015090:i2008006,7.85
u0015090:i2980516,6.37748
u0015090:i2582802,5.40437
u0015090:i2246565,7.85
u0015090:i3576060,7.35
u0015090:i2084970,6.68622
u0015090:i2321549,5.04541
u0015090:i1020072,5.05877
u0030125:i1392190,8.85246
u0030125:i2179136,5.67011
u0030125:i0110357,6.32355
u0030125:i2279373,7.65246
u0030125:i0120363,6.38399
u0030125:i0462538,5.75679
u0030125:i0470752,8.15246
u0030125:i2267998,5.56798
u0030125:i2582802,5.23798
u0030125:i2872718,4.3333
u0030125:i1291584,6.16255
u0030125:i0088247,6.18346
u0037643:i2788710,7.0621
u0037643:i1637725,7.76763
u0037643:i2637276,7.17599
u0037643:i0816692,10
u0030126:i0309698,8.38696
u0030126:i1305806,10
u0030126:i0209144,10
u0030126:i0945513,8.70683
u0030126:i0816692,10
u0030126:i1980929,8.55802
u0030126:i0105236,9.89896
u0030126:i1655441,7.67599
u0030126:i2322441,6.57599
u0030126:i2872718,8.99847
u0030126:i1937149,8.85195
u0030126:i3011894,9.57317
u0030126:i0114746,9.6
u0000060:i1399103,6.73569
u0000060:i1418377,4.17264
u0000060:i0418279,5.4292
u0000060:i2872732,4.99285
u0000060:i2024469,5.25468
u0000060:i1055369,5.28976
u0000060:i0816692,6.08758
u0030129:i1865505,8.85714
u0030129:i3717532,8.15714
u0030129:i2802144,8.15714
u0030129:i2381941,7.65714
u0030129:i0470752,8.15714
u0030129:i1587707,8.19531
u0030129:i2395427,8.15714
u0030129:i1100089,6.51387
u0030129:i1951265,5.63701
u0030129:i3416742,4.91718
u0030129:i1567437,7.65714
u0030129:i2692250,5.94565
u0030129:i2911666,5.90317
u0030129:i2096672,4.92965
u0030129:i2245084,6.45906
u0030129:i0414993,5.85224
u0030129:i3149038,8.15714
u0030129:i0050083,6.88869
u0030129:i2179136,6.46361
u0030129:i1126590,5.38176
u0030129:i0116629,5.56298
u0030129:i4229236,8.15714
u0030129:i1626146,5.46171
u0030129:i1655441,8.15714
u0030129:i0369610,8.15714
u0030129:i1109624,5.52195
u0030129:i0222851,8.15714
u0030129:i1392190,8.85714
u0030129:i0082694,6.51036
u0030129:i2374902,8.15714
u0030129:i0077651,5.49067
u0030129:i3029556,8.15714
u0030129:i2084970,6.34471
u0030129:i0332280,5.84402
u0030129:i1809398,7.0499
u0030129:i0079501,6.37044
u0030129:i2872718,5.45077
u0030129:i2170439,5.27999
u0030129:i3178174,8.15714
u0030129:i3398268,8.15714
u0030129:i2322441,7.05714
u0030129:i1823672,8.15714
u0030129:i1661199,8.15714
u0030129:i2562232,5.55405
u0030129:i1698641,5.10373
u0030129:i0455590,6.17043
u0030129:i1911658,5.89116
u0030129:i2582802,6.84385
u0030129:i2848292,7.65714
u0030129:i0478970,8.15714
u0030129:i1810683,8.15714
u0030129:i0348121,7.65714
u0030129:i1502712,7.05714
u0030129:i2446042,6.06597
u0030129:i0829150,4.89637
u0030129:i2966934,7.65714
u0030129:i2820852,8.15714
u0030129:i0088944,5.65594
u0030129:i2980516,6.55715
u0030129:i2872750,8.15714
u0030129:i2199571,7.65714
u0007579:i2274570,3.92851
u0007579:i3110770,6.46162
u0007579:i1872194,4.73987
u0007579:i1216491,5.19643
u0007579:i2737050,3.71169
u0007579:i2380247,4.43743
u0007579:i2713180,3.78636
u0007579:i2235779,4.83148
u0007579:i2321549,4.50092
u0007579:i2652092,5.07126
u0007579:i1582268,5.86162
u0007579:i2614684,5.75188
u0007579:i2199571,6.46162
u0007579:i0091763,5.00208
u0007579:i2352802,3.60818
u0007579:i2802144,6.96162
u0007579:i3318750,6.16162
u0007579:i1932718,4.73513
u0007579:i2887322,6.16162
u0007579:i1967545,4.57316
u0007579:i1174730,4.31353
u0007579:i2305051,4.45216
u0007579:i2802154,5.30914
u0007579:i1945062,3.10631
u0007579:i1731141,4.7476
u0007579:i2039393,4.45793
u0007579:i2561572,6.46162
u0007579:i1270262,5.72769
u0007579:i1211956,5.13111
u0007579:i1930546,3.27844
u0007579:i1093357,4.53406
u0007579:i1126590,4.24279
u0007579:i2234025,5.00876
u0007579:i1767372,6.46162
u0007579:i1881002,6.16162
u0007579:i0065528,6.96162
u0007579:i2308260,6.16162
u0007579:i2364975,5.1178
u0007579:i2479800,2.90767
u0007579:i3233418,6.96162
u0007579:i3152624,6.46162
u0007579:i1631867,4.9107
u0007579:i1726592,3.91918
u0007579:i1877832,5.64882
u0007579:i2977110,5.86162
u0007579:i2784678,4.96494
u0007579:i2393845,6.16162
u0007579:i2359024,4.83982
u0007579:i1612774,4.89536
u0007579:i2756032,4.60598
u0007579:i1477855,4.67451
u0007579:i2948266,6.16162
u0007579:i3079016,5.86162
u0007579:i1809398,4.85437
u0007579:i3093546,6.46162
u0007579:i2980516,5.17491
u0007579:i2081437,5.39611
u0007579:i2911666,5.13719
u0007579:i1951095,6.16162
u0007579:i2417154,7.66162
u0007579:i3442006,3.83817
u0007579:i3264102,6.96162
u0007579:i1515091,4.50745
u0007579:i2562232,5.33937
u0007579:i2381941,6.46162
u0007579:i3203616,6.16162
u0007579:i3139538,6.46162
u0007579:i2177771,4.73295
u0007579:i3045616,6.16162
u0007579:i0080120,6.32121
u0007579:i3593666,6.16162
u0007579:i1845849,6.16162
u0007579:i1839482,6.16162
u0007579:i2788716,6.16162
u0007579:i1067765,4.04002
u0007579:i1791528,6.00887
u0007579:i1709143,5.09214
u0007579:i0140627,6.46162
u0007579:i1704573,4.586
u0007579:i3607812,6.96162
u0007579:i2557490,3.97181
u0007579:i2182972,6.16162
u0007579:i1496422,4.11032
u0007579:i3179568,3.88613
u0007579:i0954947,6.46162
u0007579:i2170439,4.8647
u0007579:i2106361,5.18194
u0007579:i2637294,6.16162
u0007579:i1647668,5.10648
u0007579:i3235888,6.46162
u0007579:i2718492,5.23958
u0007579:i2872718,5.20872
u0007579:i0359950,6.21211
u0007579:i1247690,5.18832
u0007579:i1748179,3.52734
u0007579:i1663207,4.70885
u0007579:i0831387,4.18603
u0007579:i1440728,4.23552
u0007579:i0472399,4.74382
u0007579:i1132285,4.56994
u0007579:i3560686,7.66162
u0007579:i1528100,4.84436
u0007579:i2294449,4.98208
u0007579:i0458481,3.6503
u0007579:i2872750,6.96162
u0007579:i1617661,6.16162
u0007579:i1560747,5.20553
u0007579:i1274586,5.86162
u0007579:i2404311,5.97235
u0007579:i2078552,5.30711
u0007579:i1742044,4.2054
u0007579:i1020072,5.04097
u0030133:i2872462,7.58673
u0030133:i0903657,7.58673
u0030133:i1646971,3.88518
u0030133:i2395133,7.58673
u0030133:i2626964,7.08673
u0030133:i3205376,7.58673
u0030133:i0470752,7.58673
u0030133:i2395427,7.58673
u0030133:i1182345,5.42576
u0030133:i0087800,4.17828
u0030133:i2244889,7.08673
u0030133:i0051622,6.62322
u0030133:i2096673,8.28673
u0030133:i1020072,6.30293
u0030133:i3152624,7.08673
u0030133:i0091790,3.59875
u0030133:i0052893,8.28673
u0030133:i0106341,7.58673
u0030133:i3149038,7.58673
u0030133:i3100636,7.08673
u0030133:i2179136,5.24726
u0030133:i1649419,4.51295
u0030133:i0105665,4.68103
u0030133:i1176740,4.71814
u0030133:i0100332,8.28673
u0030133:i1791528,4.64012
u0030133:i4229236,7.58673
u0030133:i1690455,6.78673
u0030133:i2910814,5.11834
u0030133:i0097815,7.58673
u0030133:i0369610,7.58673
u0030133:i3622120,7.58673
u0030133:i3316960,4.73825
u0030133:i2753778,7.58673
u0030133:i2180411,4.70067
u0030133:i0096463,3.68466
u0030133:i1392190,8.28673
u0030133:i3399024,7.08673
u0030133:i2576852,5.55884
u0030133:i0098503,6.78673
u0030133:i2321549,4.34954
u0030133:i3263614,7.08673
u0030133:i3172532,7.08673
u0030133:i3630276,5.69922
u0030133:i0034583,5.75928
u0030133:i1232826,7.58673
u0030133:i0056119,8.28673
u0030133:i1232829,5.06727
u0030133:i0062136,5.85607
u0030133:i0093177,4.37345
u0030133:i3442006,4.44371
u0030133:i2637294,6.78673
u0030133:i2937898,7.58673
u0030133:i4382618,7.08673
u0030133:i1063669,5.17264
u0030133:i3235888,7.08673
u0030133:i2570858,7.08673
u0030133:i2639344,4.91001
u0030133:i0116277,6.78673
u0030133:i3077108,7.08673
u0030133:i1398426,7.08673
u0030133:i1881002,6.78673
u0030133:i3655522,7.08673
u0030133:i0090190,7.08673
u0030133:i0892769,5.23763
u0030133:i2844798,7.58673
u0030133:i3294200,6.78673
u0030133:i0347149,5.78794
u0030133:i2473682,5.0627
u0030133:i1758795,2.6325
u0030133:i0054215,5.81102
u0030133:i0049366,5.32334
u0030133:i3097204,4.54672
u0030133:i4382552,7.08673
u0030133:i2938416,8.28673
u0030133:i1791682,7.08673
u0030133:i2561572,7.08673
u0030133:i2381249,8.28673
u0030133:i0300214,7.08673
u0030137:i1964418,8.21892
u0030137:i2096673,9.41892
u0030137:i0369610,8.71892
u0000069:i0369610,7.67599
u0000069:i2103281,8.79545
u0000069:i2395427,7.67599
u0000069:i2179136,8.51329
u0000069:i1823672,7.67599
u0000069:i1014763,7.17599
u0000069:i0816692,10
u0000069:i3007512,8.67013
u0000069:i2267998,9.83595
u0000069:i2820852,7.67599
u0000069:i0478970,7.67599
u0000069:i0107290,10
u0000069:i1827579,6.63333
u0037655:i2179136,7.91662
u0037655:i0047119,9.13333
u0037655:i0044413,9.13333
u0037655:i0452702,6.8963
